Sample,SEED_function,Rate,Position,Total No. of Reads,Total reads hit SEED database,,
T1B5(28-30cmbsf),Secondary Metabolism,1.24%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Protein Metabolism,23.48%,Slope,1000000,136609,,
T1B5(28-30cmbsf),General Stress Response and Stationary Phase Response,0.01%,Slope,1000000,136609,,
T1B5(28-30cmbsf),"Phages, Prophages, Transposable elements",0.54%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Carbohydrates,62.02%,Slope,1000000,136609,,
T1B5(28-30cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",60.80%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Thiamin,1.22%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Nitrogen Metabolism,2.28%,Slope,1000000,136609,,
T1B5(28-30cmbsf),"Virulence, Disease and Defense",2.66%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Potassium metabolism,1.87%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Cell Wall and Capsule,11.07%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Phosphorus Metabolism,2.29%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Nucleosides and Nucleotides,9.17%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Transcriptional regulation,0.36%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Motility and Chemotaxis,3.07%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Miscellaneous,13.72%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Arabinose Sensor and transport module,0.00%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Virulence,7.24%,Slope,1000000,136609,,
T1B5(28-30cmbsf),"Fatty Acids, Lipids, and Isoprenoids",18.14%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Dormancy and Sporulation,0.39%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Central metabolism,0.48%,Slope,1000000,136609,,
T1B5(28-30cmbsf),RNA Metabolism,15.57%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Predictions based on plant-prokaryote comparative analysis,1.92%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Respiration,9.38%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Nucleotide sugars,1.16%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Polyamines,0.00%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Regulation and Cell signaling,4.33%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Unclassified,20.32%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Amino Acids and Derivatives,54.98%,Slope,1000000,136609,,
T1B5(28-30cmbsf),DNA Metabolism,9.62%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Membrane Transport,4.94%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Plant cell walls and outer surfaces,0.19%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Photosynthesis,0.15%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Plant Glucosinolates,0.63%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Autotrophy,0.05%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Metabolism of Aromatic Compounds,4.51%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Sulfur Metabolism,4.12%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Mitochondrial electron transport system in plants,0.83%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Aceton metabolism,0.02%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Stress Response,8.87%,Slope,1000000,136609,,
T1B5(28-30cmbsf),"Phages, Prophages, Transposable elements, Plasmids",0.98%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Cell Division and Cell Cycle,2.92%,Slope,1000000,136609,,
T1B5(28-30cmbsf),Metabolite damage and its repair or mitigation,9.54%,Slope,1000000,136609,,
T1B5(8-10cmbsf),Iron acquisition and metabolism,1.77%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Secondary Metabolism,1.18%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Protein Metabolism,24.50%,Slope,1000000,117147,,
T1B5(8-10cmbsf),General Stress Response and Stationary Phase Response,0.01%,Slope,1000000,117147,,
T1B5(8-10cmbsf),"Phages, Prophages, Transposable elements",0.48%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Carbohydrates,60.23%,Slope,1000000,117147,,
T1B5(8-10cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",58.60%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Thiamin,1.05%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Nitrogen Metabolism,2.26%,Slope,1000000,117147,,
T1B5(8-10cmbsf),"Virulence, Disease and Defense",2.50%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Potassium metabolism,1.74%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Cell Wall and Capsule,10.91%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Phosphorus Metabolism,2.05%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Nucleosides and Nucleotides,9.04%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Transcriptional regulation,0.33%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Motility and Chemotaxis,2.80%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Miscellaneous,13.54%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Arabinose Sensor and transport module,0.00%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Virulence,7.42%,Slope,1000000,117147,,
T1B5(8-10cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.24%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Dormancy and Sporulation,0.37%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Central metabolism,0.46%,Slope,1000000,117147,,
T1B5(8-10cmbsf),RNA Metabolism,16.47%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Predictions based on plant-prokaryote comparative analysis,1.85%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Respiration,9.75%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Nucleotide sugars,1.18%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Regulation and Cell signaling,4.18%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Unclassified,19.55%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Amino Acids and Derivatives,54.51%,Slope,1000000,117147,,
T1B5(8-10cmbsf),DNA Metabolism,9.52%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Membrane Transport,4.96%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Plant cell walls and outer surfaces,0.14%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Photosynthesis,0.18%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Plant Glucosinolates,0.70%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Autotrophy,0.06%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Metabolism of Aromatic Compounds,4.14%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Sulfur Metabolism,4.47%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Mitochondrial electron transport system in plants,0.80%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Aceton metabolism,0.01%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Stress Response,8.69%,Slope,1000000,117147,,
T1B5(8-10cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.16%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Cell Division and Cell Cycle,2.79%,Slope,1000000,117147,,
T1B5(8-10cmbsf),Metabolite damage and its repair or mitigation,10.10%,Slope,1000000,117147,,
T1B8(16-18cmbsf),Iron acquisition and metabolism,1.94%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Secondary Metabolism,1.31%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Protein Metabolism,22.09%,Slope,1000000,120060,,
T1B8(16-18cmbsf),General Stress Response and Stationary Phase Response,0.03%,Slope,1000000,120060,,
T1B8(16-18cmbsf),"Phages, Prophages, Transposable elements",0.49%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Carbohydrates,70.55%,Slope,1000000,120060,,
T1B8(16-18cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",61.42%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Thiamin,1.19%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Nitrogen Metabolism,2.49%,Slope,1000000,120060,,
T1B8(16-18cmbsf),"Virulence, Disease and Defense",2.63%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Potassium metabolism,1.74%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Cell Wall and Capsule,10.55%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Phosphorus Metabolism,2.81%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Nucleosides and Nucleotides,8.92%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Transcriptional regulation,0.38%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Motility and Chemotaxis,2.25%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Miscellaneous,13.53%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Arabinose Sensor and transport module,0.01%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Virulence,7.74%,Slope,1000000,120060,,
T1B8(16-18cmbsf),"Fatty Acids, Lipids, and Isoprenoids",18.98%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Dormancy and Sporulation,0.40%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Central metabolism,0.57%,Slope,1000000,120060,,
T1B8(16-18cmbsf),RNA Metabolism,15.03%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Predictions based on plant-prokaryote comparative analysis,1.70%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Respiration,10.68%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Nucleotide sugars,1.10%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Polyamines,0.00%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Regulation and Cell signaling,3.62%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Unclassified,20.15%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Amino Acids and Derivatives,59.04%,Slope,1000000,120060,,
T1B8(16-18cmbsf),DNA Metabolism,9.35%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Membrane Transport,4.78%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Plant cell walls and outer surfaces,0.27%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Photosynthesis,0.12%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Plant Glucosinolates,0.54%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Autotrophy,0.04%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Metabolism of Aromatic Compounds,5.87%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Sulfur Metabolism,4.22%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Mitochondrial electron transport system in plants,0.83%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Aceton metabolism,0.01%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Stress Response,9.13%,Slope,1000000,120060,,
T1B8(16-18cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.10%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Cell Division and Cell Cycle,2.52%,Slope,1000000,120060,,
T1B8(16-18cmbsf),Metabolite damage and its repair or mitigation,9.73%,Slope,1000000,120060,,
T1B8(2-4cmbsf),Iron acquisition and metabolism,2.06%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Secondary Metabolism,1.25%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Protein Metabolism,23.80%,Slope,1000000,108020,,
T1B8(2-4cmbsf),General Stress Response and Stationary Phase Response,0.02%,Slope,1000000,108020,,
T1B8(2-4cmbsf),"Phages, Prophages, Transposable elements",0.50%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Carbohydrates,63.62%,Slope,1000000,108020,,
T1B8(2-4cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",57.91%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Thiamin,1.04%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Nitrogen Metabolism,2.34%,Slope,1000000,108020,,
T1B8(2-4cmbsf),"Virulence, Disease and Defense",2.50%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Potassium metabolism,1.76%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Cell Wall and Capsule,10.64%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Phosphorus Metabolism,2.36%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Nucleosides and Nucleotides,9.53%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Transcriptional regulation,0.38%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Motility and Chemotaxis,2.75%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Miscellaneous,13.19%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Arabinose Sensor and transport module,0.01%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Virulence,8.53%,Slope,1000000,108020,,
T1B8(2-4cmbsf),"Fatty Acids, Lipids, and Isoprenoids",17.72%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Dormancy and Sporulation,0.38%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Central metabolism,0.57%,Slope,1000000,108020,,
T1B8(2-4cmbsf),RNA Metabolism,15.24%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Predictions based on plant-prokaryote comparative analysis,1.76%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Respiration,10.04%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Nucleotide sugars,1.17%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Polyamines,0.00%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Regulation and Cell signaling,3.80%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Unclassified,19.90%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Amino Acids and Derivatives,55.48%,Slope,1000000,108020,,
T1B8(2-4cmbsf),DNA Metabolism,9.42%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Membrane Transport,5.12%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Plant cell walls and outer surfaces,0.19%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Photosynthesis,0.15%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Plant Glucosinolates,0.59%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Autotrophy,0.04%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Metabolism of Aromatic Compounds,4.81%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Sulfur Metabolism,4.60%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Mitochondrial electron transport system in plants,0.82%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Aceton metabolism,0.01%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Stress Response,8.81%,Slope,1000000,108020,,
T1B8(2-4cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.08%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Cell Division and Cell Cycle,2.77%,Slope,1000000,108020,,
T1B8(2-4cmbsf),Metabolite damage and its repair or mitigation,9.47%,Slope,1000000,108020,,
T1L10(0-3cmbsf),Iron acquisition and metabolism,1.81%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Secondary Metabolism,1.28%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Protein Metabolism,23.58%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),General Stress Response and Stationary Phase Response,0.01%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),"Phages, Prophages, Transposable elements",0.51%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Carbohydrates,61.33%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",59.99%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Thiamin,1.22%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Nitrogen Metabolism,2.31%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),"Virulence, Disease and Defense",2.92%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Potassium metabolism,1.90%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Cell Wall and Capsule,11.89%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Phosphorus Metabolism,2.57%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Nucleosides and Nucleotides,9.32%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Transcriptional regulation,0.40%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Photosynthesis,0.15%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Motility and Chemotaxis,3.09%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Miscellaneous,13.20%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Virulence,7.41%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),"Fatty Acids, Lipids, and Isoprenoids",17.38%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Dormancy and Sporulation,0.39%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Central metabolism,0.50%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),RNA Metabolism,16.39%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Predictions based on plant-prokaryote comparative analysis,1.79%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Respiration,9.82%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Nucleotide sugars,1.21%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Polyamines,0.00%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Regulation and Cell signaling,3.77%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Unclassified,19.52%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Amino Acids and Derivatives,54.38%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),DNA Metabolism,11.14%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Membrane Transport,5.02%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Plant cell walls and outer surfaces,0.15%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Plant Glucosinolates,0.63%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Autotrophy,0.05%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Metabolism of Aromatic Compounds,4.48%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Sulfur Metabolism,5.04%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Mitochondrial electron transport system in plants,0.90%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Aceton metabolism,0.03%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Stress Response,8.32%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.19%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Cell Division and Cell Cycle,2.92%,Bottom-axis,1000000,116410,,
T1L10(0-3cmbsf),Metabolite damage and its repair or mitigation,9.32%,Bottom-axis,1000000,116410,,
T1L10(12-15cmbsf),Iron acquisition and metabolism,1.74%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Secondary Metabolism,1.14%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Protein Metabolism,24.42%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),"Phages, Prophages, Transposable elements",0.56%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Carbohydrates,59.43%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",60.58%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Thiamin,1.21%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Nitrogen Metabolism,2.54%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),"Virulence, Disease and Defense",3.07%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Potassium metabolism,1.92%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Cell Wall and Capsule,11.71%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Phosphorus Metabolism,2.51%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Nucleosides and Nucleotides,9.44%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Transcriptional regulation,0.35%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Motility and Chemotaxis,3.57%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Miscellaneous,13.38%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Virulence,6.99%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),"Fatty Acids, Lipids, and Isoprenoids",16.45%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Dormancy and Sporulation,0.37%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Central metabolism,0.46%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),RNA Metabolism,16.17%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Predictions based on plant-prokaryote comparative analysis,1.80%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Respiration,10.22%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Nucleotide sugars,1.25%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Polyamines,0.00%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Regulation and Cell signaling,3.74%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Unclassified,18.90%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Amino Acids and Derivatives,53.01%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),DNA Metabolism,10.99%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Membrane Transport,4.82%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Plant cell walls and outer surfaces,0.09%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Photosynthesis,0.13%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Plant Glucosinolates,0.60%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Autotrophy,0.07%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Metabolism of Aromatic Compounds,4.15%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Sulfur Metabolism,4.82%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Mitochondrial electron transport system in plants,0.91%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Aceton metabolism,0.02%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Stress Response,8.59%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),"Phages, Prophages, Transposable elements, Plasmids",1.21%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Cell Division and Cell Cycle,2.96%,Bottom-axis,1000000,121604,,
T1L10(12-15cmbsf),Metabolite damage and its repair or mitigation,9.27%,Bottom-axis,1000000,121604,,
T1L10(18-21cmbsf),Iron acquisition and metabolism,1.85%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Secondary Metabolism,1.20%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Protein Metabolism,23.74%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),General Stress Response and Stationary Phase Response,0.02%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),"Phages, Prophages, Transposable elements",0.48%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Carbohydrates,60.18%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),"Cofactors, Vitamins, Prosthetic Groups, Pigments",57.87%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Thiamin,1.27%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Nitrogen Metabolism,2.63%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),"Virulence, Disease and Defense",3.27%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Potassium metabolism,1.93%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Cell Wall and Capsule,12.79%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Phosphorus Metabolism,2.36%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Nucleosides and Nucleotides,9.07%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Transcriptional regulation,0.42%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Plastidial (cyanobacterial) electron transport system,0.01%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Motility and Chemotaxis,4.67%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Miscellaneous,12.66%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Arabinose Sensor and transport module,0.00%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Virulence,7.55%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),"Fatty Acids, Lipids, and Isoprenoids",17.68%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Dormancy and Sporulation,0.46%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Central metabolism,0.57%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),RNA Metabolism,15.23%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Predictions based on plant-prokaryote comparative analysis,1.73%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Respiration,10.62%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Nucleotide sugars,1.19%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Polyamines,0.00%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Regulation and Cell signaling,3.81%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Unclassified,18.81%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Amino Acids and Derivatives,52.81%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),DNA Metabolism,10.93%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Membrane Transport,5.05%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Plant cell walls and outer surfaces,0.11%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Photosynthesis,0.11%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Plant Glucosinolates,0.51%,Bottom-axis,1000000,106302,,
T1L10(18-21cmbsf),Autotrophy,0.08%,Bottom-axis,1000000,106302,,
